#;Date;Service;Type de bière;Typologie;Nom;Degrés;Note;Note Sarah;Note Teddy;Analyse;Coordonnées GPS;Pays (ou Région);Bar / Ville;Contexte (terrasse, intérieur, ...);Evenement;Météo;Froid, très chaud ou bien;Température;Photo du moment;Photo de la bière;IBU/DI (proche de 1 = Amer);Année;Saison;Classement général et note;Nb de fois;Jour split;Mois split;Année split;Classement;Classement Sarah;Classement Teddy;Sarah🔹Teddy;Infos;Photos;Split typologie 1;Split typologie 2;Split typologie 3;Split typologie 4;IDDataBeer
156;45520.0;Pression;Blonde;IPA;Lancelot IPA;5.5;2;1.0;2.5;Sarah aime pas, bonne bière pour une bière de festival;47.744746, -3.357812;;;Terrasse;Festival Interceltique Lorient;🌨️;😎;21.0;Databeer_Images/342c8079.Photo du moment.113549.jpg;;;2024;🌡️ Eté;63🔹2;1;16;8;2024;63;122;42;122🔹2 ◾ 42🔹1;Blonde (122🔹2 ◾ 42🔹1);Databeer_Images/342c8079.Photo du moment.113549.jpg;IPA;;;;a3l0m6n0
157;45520.0;Pression;Blonde;IPA;Guiness IPA;5.0;1;0.5;1.0;Pas trop de goût, fait pas du tout Guiness, assez plate pour une IPA;47.744747, -3.357824;;;Terrasse;Festival Interceltique Lorient;🌨️;😎;21.0;Databeer_Images/f95f5ea7.Photo du moment.175924.jpg;;;2024;🌡️ Eté;135🔹1;1;16;8;2024;135;154;133;154🔹1 ◾ 133🔹0,5;Blonde (154🔹1 ◾ 133🔹0,5);Databeer_Images/f95f5ea7.Photo du moment.175924.jpg;IPA;;;;o2w2h4p6
158;45522.0;Bock;Blonde;IPA;Impérial Brut IPA Igor Mill;8.0;3;3.0;2.5;Très bonne pour une bière IPAD en bock, Sarah aime bien car elle pique pas;47.473444, -2.461373;;;Terrasse;;☀️;😎;21.0;Databeer_Images/c240c8bc.Photo du moment.173644.jpg;Databeer_Images/c240c8bc.Photo de la bière.173613.jpg;;2024;🌡️ Eté;23🔹3;1;18;8;2024;23;24;42;24🔹3 ◾ 42🔹3;Blonde (24🔹3 ◾ 42🔹3);Databeer_Images/c240c8bc.Photo du moment.173644.jpg;IPA;;;;r2j8l6w4
159;45522.0;Bock;Blonde;IPA;New England IPA Ariane Mill;6.0;2;2.0;1.5;On dirait une blanche, pas IPA, Sarah aime bien;47.473444, -2.461373;;;Terrasse;;☀️;😎;20.0;Databeer_Images/4ff16e1a.Photo du moment.181744.jpg;Databeer_Images/4ff16e1a.Photo de la bière.181636.jpg;;2024;🌡️ Eté;63🔹2;1;18;8;2024;63;61;99;61🔹2 ◾ 99🔹2;Blonde (61🔹2 ◾ 99🔹2);Databeer_Images/4ff16e1a.Photo du moment.181744.jpg;IPA;;;;h7b2h2i0
160;45531.0;Bock;Blonde;IPA;Pietra IPA;6.0;2.5;1.0;3.5;Pas très amer, bonne IPA;47.381529, -2.546354;;La Vigie/Piriac;Terrasse;;☀️;😎;22.0;Databeer_Images/a2b328ca.Photo du moment.174306.jpg;Databeer_Images/a2b328ca.Photo de la bière.174245.jpg;40.0;2024;🌡️ Eté;41🔹2,5;1;27;8;2024;41;122;10;122🔹2,5 ◾ 10🔹1;Blonde (122🔹2,5 ◾ 10🔹1);Databeer_Images/a2b328ca.Photo du moment.174306.jpg;IPA;;;;t7w8e8l5
161;45654.0;Canette;Ambré;;Vienna Brasserie VIF;5.0;0.5;0.0;0.5;Sarah aime pas du tout, pas grand chose à dire pour Teddy, pas une bonne bière, pas trop de goût, goût à moitié de chocolat;47.483561, -2.444557;;;Interieur;;☁️;😎;4.0;;DataBeer_Images/162.Photo de la bière.212231.jpg;;2024;❄️ Hiver;159🔹0,5;1;28;12;2024;159;172;160;172🔹0,5 ◾ 160🔹0;Ambré (172🔹0,5 ◾ 160🔹0);DataBeer_Images/162.Photo de la bière.212231.jpg;;;;;j1c7y7m0
162;45654.0;Canette;Blonde;;La Buée Brasserie VIF;5.0;0.5;0.5;0.5;Sarah la trouve amer, moi je la trouve sans goût, pas top;47.483561, -2.444557;;;;;☁️;😎;4.0;;DataBeer_Images/163.Photo de la bière.212042.jpg;;2024;❄️ Hiver;159🔹0,5;1;28;12;2024;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);DataBeer_Images/163.Photo de la bière.212042.jpg;;;;;l6p3g3s5
163;45696.0;Pression;Blonde;IPA;Diletente Double IPA;8.0;1.5;1.5;1.0;Pas trop de goût pour une IPA (pourtant double apparemment), l’ambiance fait qu’elle est bonne;48.107442, -1.675522;;Le Béret / Rennes;Interieur;Soirée annuelle copains/famille;🌧️;🥶;5.0;DataBeer_Images/164.Photo du moment.183149.jpg;DataBeer_Images/164.Photo de la bière.183054.jpg;;2025;❄️ Hiver;100🔹1,5;1;8;2;2025;100;92;133;92🔹1,5 ◾ 133🔹1,5;Blonde (92🔹1,5 ◾ 133🔹1,5);DataBeer_Images/164.Photo du moment.183149.jpg;IPA;;;;u0z4d6k0
164;45696.0;Pression;Blonde;Bière de soif;La Recup;5.0;0;0.0;0.0;Bière Pils, équivaut à une 1664, aucun goût après une gorgée d’IPA;48.107462, -1.675383;;Le Béret / Rennes;Interieur;Soirée annuelle copains/famille;🌧️;🥶;5.0;DataBeer_Images/165.Photo du moment.183423.jpg;DataBeer_Images/165.Photo de la bière.183112.jpg;;2025;❄️ Hiver;176🔹0;1;8;2;2025;176;172;176;172🔹0 ◾ 176🔹0;Blonde (172🔹0 ◾ 176🔹0);DataBeer_Images/165.Photo du moment.183423.jpg;Bière de soif;;;;l5a4a1a8
165;45717.0;Pression;Blonde;;La Joyeuse;7.5;0.5;0.5;0.5;On dirait du cidre, vraiment pas terrible;47.483569, -2.444578;;;Interieur;Apéro repas du midi le jour où on montait la cuisine;☀️;😎;;DataBeer_Images/a1fe2936.Photo du moment.131600.jpg;DataBeer_Images/a1fe2936.Photo de la bière.131038.jpg;;2025;☀️ Printemps;159🔹0,5;1;1;3;2025;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);DataBeer_Images/a1fe2936.Photo du moment.131600.jpg;;;;;a1fe2936
166;45736.0;Bock;Blonde;;Cobra World Beer Indienne;4.5;0.5;0.5;0.0;Bière bue dans un resto indien, pas de goût, de l’eau, ressemble à une kro;47.658125, -2.751392;Vannes;La porte de l’Inde / Vannes;Interieur;Resto Indien à Vannes;☀️;😎;15.0;DataBeer_Images/b0488ba5.Photo du moment.191844.jpg;DataBeer_Images/b0488ba5.Photo de la bière.191844.jpg;;2025;☀️ Printemps;159🔹0,5;1;20;3;2025;159;154;176;154🔹0,5 ◾ 176🔹0,5;Blonde (154🔹0,5 ◾ 176🔹0,5);DataBeer_Images/b0488ba5.Photo du moment.191844.jpg;;;;;b0488ba5
167;45745.0;Bock;Blonde;;La Goudale du Printemps;6.8;0;;1.0;;47.479557, -2.470661;;;Interieur;;☀️;😎;;DataBeer_Images/628a7ca7.Photo du moment.224949.jpg;DataBeer_Images/628a7ca7.Photo de la bière.224948.jpg;;2025;☀️ Printemps;176🔹0;1;29;3;2025;176;;133;🔹0 ◾ 133🔹;Blonde (🔹0 ◾ 133🔹);DataBeer_Images/628a7ca7.Photo du moment.224949.jpg;;;;;628a7ca7
168;45803.0;Bock;Blonde;;San Miguel (bière espagnole);5.4;0.5;0.5;0.5;Pas terrible, plate, bière classique;36.487566, -4.955860;Espagne;Afendi / Puerto Banus;Terrasse;Voyage Pompier Andalousie;☀️;🥵;23.0;DataBeer_Images/18d6d452.Photo du moment.092219.jpg;DataBeer_Images/18d6d452.Photo de la bière.092017.jpg;;2025;☀️ Printemps;159🔹0,5;1;26;5;2025;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);DataBeer_Images/18d6d452.Photo du moment.092219.jpg;;;;;18d6d452
169;45804.0;Pression;Blonde;Bière de soif;Amstel;;0.5;0.5;0.5;Bière de soif simple;36.723195, -4.411561;Espagne;Málaga / Málaga;Terrasse;Voyage pompier Andalousie;☀️;🥵;24.0;DataBeer_Images/bd589efe.Photo du moment.095322.jpg;;;2025;☀️ Printemps;159🔹0,5;1;27;5;2025;159;154;160;154🔹0,5 ◾ 160🔹0,5;Blonde (154🔹0,5 ◾ 160🔹0,5);DataBeer_Images/bd589efe.Photo du moment.095322.jpg;Bière de soif;;;;bd589efe
170;45804.0;Pression;Blonde;;Victoria Malaga;;1;0.5;1.0;Sarah aime pas, pas ouf;36.718441, -4.413250;Espagne;Lovento / Malaga;Terrasse;Voyage Pompier 2025;☀️;🥵;25.0;DataBeer_Images/5397b833.Photo du moment.110001.jpg;;;2025;☀️ Printemps;135🔹1;1;27;5;2025;135;154;133;154🔹1 ◾ 133🔹0,5;Blonde (154🔹1 ◾ 133🔹0,5);DataBeer_Images/5397b833.Photo du moment.110001.jpg;;;;;5397b833
171;45812.0;Pression;Blonde;IPA;Nao West Coast IPA;;1.5;1.0;1.5;Plat pour une IPA, Sarah aime pas;47.493622, -2.440544;;Annexe / Trehiguier;Interieur;;☁️;😎;17.0;DataBeer_Images/bf3aee77.Photo du moment.171054.jpg;;;2025;🌡️ Eté;100🔹1,5;1;4;6;2025;100;122;99;122🔹1,5 ◾ 99🔹1;Blonde (122🔹1,5 ◾ 99🔹1);DataBeer_Images/bf3aee77.Photo du moment.171054.jpg;IPA;;;;bf3aee77
172;45816.0;Bock;Blonde;IPA;St Erwan double IPA;8.0;1.5;1.0;2.0;Bonne IPA pour une biere bouteille grande consommation, Sarah aime pas du tout;47.374665, -2.534804;;;Terrasse;Week-end Dumoulin Camping Cap Fun Piriac;☀️;😎;16.0;DataBeer_Images/b11e41ee.Photo du moment.123710.jpg;DataBeer_Images/b11e41ee.Photo de la bière.123710.jpg;;2025;🌡️ Eté;100🔹1,5;1;8;6;2025;100;122;67;122🔹1,5 ◾ 67🔹1;Blonde (122🔹1,5 ◾ 67🔹1);DataBeer_Images/b11e41ee.Photo du moment.123710.jpg;IPA;;;;b11e41ee
173;45817.0;Canette;Blonde;IPA;Wipe Out IPA;6.2;1.5;2.0;1.0;Goût orangé et citronné, ne fait pas IPA, pas degueu pour Sarah, pas hyper rafraîchissante, fait blanche de visuel mais non;47.474602, -2.485048;;Quilles & Papilles / Penestin;Terrasse;;☀️;😎;22.0;;DataBeer_Images/2357aa32.Photo de la bière.162056.jpg;;2025;🌡️ Eté;100🔹1,5;1;9;6;2025;100;61;133;61🔹1,5 ◾ 133🔹2;Blonde (61🔹1,5 ◾ 133🔹2);DataBeer_Images/2357aa32.Photo de la bière.162056.jpg;IPA;;;;2357aa32
174;45834.0;Pression;Blonde;IPA;St Erwan IPA;;1.5;1.0;2.0;Bonne IPA pour moi, Sarah aime pas;47.474554, -2.486247;;Le p’tit rade / Pénestin;Terrasse;Après un Parcours Sportif;☁️;😎;22.0;DataBeer_Images/6721af9c.Photo du moment.181522.jpg;;;2025;🌡️ Eté;100🔹1,5;1;26;6;2025;100;122;67;122🔹1,5 ◾ 67🔹1;Blonde (122🔹1,5 ◾ 67🔹1);DataBeer_Images/6721af9c.Photo du moment.181522.jpg;IPA;;;;6721af9c
175;45837.0;Bock;Blonde;IPA;Venetet’s IPA;6.0;1.5;0.5;2.5;Sarah aime pas, pas mal pour une bière IPA en Bock;47.483655, -2.474388;;L’R de rien;Terrasse;Après le marché de Penestin;☀️;🥵;31.0;;DataBeer_Images/07870f23.Photo de la bière.130001.jpg;;2025;🌡️ Eté;100🔹1,5;1;29;6;2025;100;154;42;154🔹1,5 ◾ 42🔹0,5;Blonde (154🔹1,5 ◾ 42🔹0,5);DataBeer_Images/07870f23.Photo de la bière.130001.jpg;IPA;;;;07870f23
176;45880.0;Pression;Blonde;IPA;La Fougue IPA;;2;1.0;2.5;;47.650903, -2.757410;Vannes;;Terrasse;;☀️;🥵;34.0;;;;2025;🌡️ Eté;63🔹2;1;11;8;2025;63;122;42;122🔹2 ◾ 42🔹1;Blonde (122🔹2 ◾ 42🔹1);;IPA;;;;4da2bb33
177;45880.0;Pression;Blanche;IPA;La Bringue Blanche IPA;;2;1.5;2.0;;47.650662, -2.757236;;;Terrasse;;☀️;🥵;34.0;;;;2025;🌡️ Eté;63🔹2;1;11;8;2025;63;92;67;92🔹2 ◾ 67🔹1,5;Blanche (92🔹2 ◾ 67🔹1,5);;IPA;;;;3fef24c1
178;45889.0;Bock;Blonde;IPA;85 IPA;5.6;2;1.0;2.5;Bonne IPA, douce et fraîche. Sarah aime pas;46.784434, -2.073467;;Le Colibri / St Jean de Mont;Terrasse;Vacances St Jean de Mont;☁️;🥵;22.0;DataBeer_Images/1cbeac85.Photo du moment.161241.jpg;DataBeer_Images/1cbeac85.Photo de la bière.161241.jpg;;2025;🌡️ Eté;63🔹2;1;20;8;2025;63;122;42;122🔹2 ◾ 42🔹1;Blonde (122🔹2 ◾ 42🔹1);DataBeer_Images/1cbeac85.Photo du moment.161241.jpg;IPA;;;;1cbeac85
179;45890.0;Pression;Blonde;IPA;La Débauche IPA;;2;1.0;3.0;IPA douce;46.776793, -2.056363;;Le 20 Six / St Jean de Mont;Interieur;;☀️;😎;20.0;DataBeer_Images/e0861275.Photo du moment.194115.jpg;;;2025;🌡️ Eté;63🔹2;1;21;8;2025;63;122;26;122🔹2 ◾ 26🔹1;Blonde (122🔹2 ◾ 26🔹1);DataBeer_Images/e0861275.Photo du moment.194115.jpg;IPA;;;;e0861275
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
